customer_id,age,annual_income,balance,spending_score,tenure_years,num_products,true_segment
C101160,24,16753.85,65896.18,94.6,18.6,4,Premium
C101161,18,3576.37,2997.35,58.6,4.3,2,Occasionnel
C101162,46,1828.01,4886.22,30.6,1.0,1,Occasionnel
C101163,42,7015.65,31800.45,48.9,9.7,1,Fidele
C101164,54,16366.76,105042.11,88.3,6.5,5,Premium
C101165,20,3294.09,-849.74,5.7,1.9,1,Risque
C101166,26,4889.86,1103.31,24.7,3.5,1,Occasionnel
C101167,23,6096.32,1929.56,37.3,1.5,3,Occasionnel
C101168,21,3390.1,2319.93,26.4,3.3,3,Occasionnel
C101169,38,13469.36,109749.81,93.2,9.8,2,Premium
C101170,43,6991.35,27296.21,48.6,9.8,2,Fidele
C101171,27,6344.14,35.44,3.9,2.7,2,Occasionnel
C101172,42,5171.92,24324.09,43.0,13.6,2,Fidele
C101173,24,1516.09,5222.84,42.3,2.6,2,Occasionnel
C101174,42,2204.81,-250.85,26.5,1.8,2,Occasionnel
C101175,20,3779.91,5194.63,8.0,1.7,1,Occasionnel
C101176,52,7877.18,29865.72,34.1,5.5,1,Fidele
C101177,47,3701.56,4667.54,63.1,9.8,1,Fidele
C101178,45,10505.42,26364.89,78.8,11.8,1,Fidele
C101179,49,8585.94,28514.96,35.6,6.1,3,Fidele
C101180,18,3443.85,3848.8,22.4,1.3,1,Occasionnel
C101181,57,9682.81,57037.33,93.9,15.7,5,Premium
C101182,40,15584.95,70834.45,86.7,12.5,2,Premium
C101183,18,8278.24,14730.4,43.6,5.8,3,Fidele
C101184,19,3526.72,41033.9,64.0,7.1,1,Fidele
C101185,34,2999.3,2602.27,26.8,2.0,2,Occasionnel
C101186,39,5414.94,21570.79,54.5,9.0,3,Fidele
C101187,28,2307.17,-1586.59,20.6,0.4,2,Risque
C101188,45,14182.92,78476.09,75.5,19.9,4,Premium
C101189,29,4200.52,3690.23,30.2,1.8,2,Occasionnel
C101190,38,9778.69,2457.85,65.0,3.8,3,Fidele
C101191,47,15302.48,23050.18,53.8,9.7,1,Fidele
C101192,18,609.67,1044.43,29.5,1.3,2,Risque
C101193,36,2115.74,-3388.5,19.3,0.0,3,Risque
C101194,25,4595.73,-264.65,33.2,1.0,2,Risque
C101195,40,9389.38,14241.12,48.0,3.8,1,Fidele
C101196,47,9073.89,29319.96,52.3,11.9,1,Fidele
C101197,28,3207.11,3635.47,30.4,2.2,1,Occasionnel
C101198,25,8049.95,24383.55,26.4,9.5,1,Fidele
C101199,34,3461.54,2199.14,50.5,0.6,3,Occasionnel
C101200,31,4417.64,3596.3,10.7,2.0,1,Occasionnel
C101201,30,2998.69,4462.37,27.7,3.3,2,Occasionnel
C101202,19,3840.97,1110.63,16.8,2.9,1,Occasionnel
C101203,18,3031.69,3692.39,48.8,2.0,2,Occasionnel
C101204,64,7438.51,91712.11,69.6,7.1,3,Premium
C101205,42,17030.65,44803.79,91.5,6.0,5,Premium
C101206,24,2191.57,-2252.65,21.6,4.6,2,Occasionnel
C101207,40,5305.01,15216.62,41.3,13.7,4,Fidele
C101208,24,8990.35,32019.62,66.4,10.0,2,Fidele
C101209,45,4797.59,27515.61,69.3,7.1,1,Fidele
C101210,21,5145.55,-859.2,24.8,1.4,2,Occasionnel
C101211,32,6561.69,4129.05,45.7,1.9,2,Occasionnel
C101212,18,5596.86,2164.34,49.9,0.5,1,Occasionnel
C101213,18,4578.83,13376.64,71.9,5.6,2,Fidele
C101214,44,4452.94,18783.64,60.3,8.7,1,Fidele
C101215,26,4497.57,1293.12,52.1,1.6,1,Occasionnel
C101216,22,8951.45,24135.33,27.9,7.9,3,Fidele
C101217,29,3037.71,2893.95,5.4,3.8,2,Occasionnel
C101218,30,3569.62,2208.1,37.2,1.6,1,Occasionnel
C101219,57,18861.37,47940.0,80.6,14.9,3,Premium
C101220,45,25113.43,89792.52,100.0,5.2,2,Premium
C101221,35,6885.17,17085.89,47.4,11.6,1,Fidele
C101222,24,4975.47,-2777.25,28.4,0.7,1,Risque
C101223,33,5585.53,1022.78,34.1,0.5,1,Occasionnel
C101224,51,7201.72,17324.8,70.9,5.2,1,Fidele
C101225,27,1735.5,148.36,22.4,3.3,2,Risque
C101226,43,6969.19,20293.8,74.5,14.1,2,Fidele
C101227,20,4748.57,11473.61,71.4,11.8,4,Fidele
C101228,26,1404.04,-1098.36,17.5,1.5,1,Risque
C101229,49,13435.21,41019.23,76.3,9.2,4,Premium
C101230,32,5658.54,2137.88,52.2,7.4,4,Fidele
C101231,27,577.77,-278.1,29.2,2.9,1,Occasionnel
C101232,22,5759.15,21913.08,39.3,13.4,1,Fidele
C101233,25,3455.11,-936.31,31.0,2.4,1,Occasionnel
C101234,20,4189.46,4088.8,54.5,5.7,1,Fidele
C101235,46,12845.15,71064.05,99.7,9.7,4,Premium
C101236,41,5991.58,12055.69,55.2,8.6,3,Fidele
C101237,47,4837.39,5827.34,73.8,4.2,3,Fidele
C101238,45,8155.35,6812.44,57.7,13.5,1,Fidele
C101239,53,10562.32,83241.84,78.4,14.1,2,Premium
C101240,38,1950.39,-3225.19,14.7,0.0,1,Risque
C101241,47,8321.94,23410.84,55.2,3.1,2,Fidele
C101242,40,4412.72,18221.53,55.9,3.7,2,Fidele
C101243,38,15834.57,88313.32,93.4,12.5,5,Premium
C101244,37,6406.74,17932.8,59.8,6.1,1,Fidele
C101245,27,10712.12,9472.79,62.5,12.0,1,Fidele
C101246,40,5101.17,4477.58,49.3,2.8,1,Occasionnel
C101247,35,5038.47,14753.21,46.3,10.9,1,Fidele
C101248,18,4662.28,913.35,5.4,1.0,1,Risque
C101249,25,3510.51,-4274.58,7.0,1.4,3,Risque
C101250,35,15809.27,77165.64,97.0,11.8,2,Premium
C101251,39,11754.81,72684.87,69.8,8.4,3,Premium
C101252,46,14300.28,96891.42,75.2,14.9,3,Premium
C101253,27,2292.58,2155.0,45.6,1.7,1,Occasionnel
C101254,43,7085.34,85704.12,69.7,26.1,5,Premium
C101255,26,4256.9,-547.13,29.9,0.5,2,Risque
C101256,41,4635.08,4939.1,43.5,1.0,2,Occasionnel
C101257,27,4565.48,2134.7,33.1,1.8,1,Occasionnel
C101258,30,1818.5,3709.94,64.1,2.6,2,Occasionnel
C101259,18,3698.42,536.79,35.1,0.0,3,Risque
C101260,52,18705.51,67059.67,67.7,12.8,5,Premium
C101261,24,7853.28,23011.64,42.3,8.4,2,Fidele
C101262,30,7211.04,19583.3,71.4,11.1,3,Fidele
C101263,29,916.76,1565.1,9.2,1.7,1,Risque
C101264,29,4130.47,2749.19,24.0,1.9,1,Occasionnel
C101265,32,3073.83,3088.89,5.8,2.4,1,Occasionnel
C101266,41,9185.78,26581.39,35.3,7.7,2,Fidele
C101267,21,1361.38,-2915.24,20.7,0.0,1,Risque
C101268,39,7590.93,27720.74,74.7,9.3,3,Fidele
C101269,77,6137.41,17982.24,32.1,13.0,2,Fidele
C101270,18,1664.59,-1274.04,4.3,1.6,1,Risque
C101271,24,7133.53,5182.01,48.0,7.3,1,Fidele
C101272,38,7162.74,13946.84,66.7,5.7,2,Fidele
C101273,27,4624.15,3186.07,26.0,1.5,1,Occasionnel
C101274,58,11917.28,80754.46,86.7,10.4,5,Premium
C101275,23,6816.61,19218.49,55.0,9.4,3,Fidele
C101276,35,4361.78,13788.1,39.2,10.2,3,Fidele
C101277,35,14861.37,87663.38,78.0,4.8,4,Premium
C101278,33,1873.63,1125.48,10.2,0.0,2,Risque
C101279,31,5004.68,2108.59,30.9,2.4,2,Occasionnel
C101280,36,9486.18,11563.01,60.1,8.3,2,Fidele
C101281,50,9132.87,20558.02,55.8,11.0,1,Fidele
C101282,35,4911.62,39442.42,52.4,7.4,2,Fidele
C101283,42,4598.41,540.76,49.5,2.0,2,Occasionnel
C101284,42,1686.03,1226.86,22.6,0.5,1,Risque
C101285,28,1825.64,1421.12,14.8,2.0,2,Risque
C101286,38,6398.55,16094.5,47.5,8.4,2,Fidele
C101287,35,6549.83,19977.55,54.6,9.1,3,Fidele
C101288,23,4686.96,9503.71,48.0,8.9,1,Fidele
C101289,38,4108.89,4532.26,22.3,1.3,1,Occasionnel
C101290,32,3266.41,29947.21,84.2,12.8,1,Fidele
C101291,38,4433.31,6187.09,37.4,2.1,2,Occasionnel
C101292,19,2235.9,6318.43,7.8,1.6,1,Occasionnel
C101293,35,5658.81,26997.94,52.1,9.1,3,Fidele
C101294,41,6287.2,26445.87,50.5,7.1,2,Fidele
C101295,47,4117.53,30878.37,48.5,9.6,2,Fidele
C101296,38,9293.23,114364.74,80.5,7.5,2,Premium
C101297,37,7353.96,16581.27,76.3,11.0,3,Fidele
C101298,21,3953.87,1893.46,46.2,2.6,2,Occasionnel
C101299,37,9325.71,17580.66,35.3,10.3,1,Fidele
C101300,19,8684.23,33679.03,59.3,10.2,4,Fidele
C101301,32,2805.28,1533.66,31.0,2.9,1,Occasionnel
C101302,36,5547.31,1891.44,25.8,2.5,1,Occasionnel
C101303,46,6746.63,25061.82,52.1,3.5,1,Fidele
C101304,26,5024.86,2648.33,62.0,0.4,2,Occasionnel
C101305,27,3268.59,3342.37,0.8,1.5,2,Risque
C101306,24,5020.6,2895.08,46.0,1.0,2,Occasionnel
C101307,41,6570.24,1004.14,14.4,1.4,1,Occasionnel
C101308,31,12670.59,95726.47,85.6,9.1,4,Premium
C101309,27,2662.96,-1263.04,37.2,1.0,1,Risque
C101310,32,3319.18,2246.23,37.9,0.5,3,Fidele
C101311,23,3963.73,58.57,19.5,1.0,2,Risque
C101312,35,3505.03,40.53,28.4,1.2,1,Occasionnel
C101313,65,13881.64,104291.14,61.4,7.9,5,Premium
C101314,48,14954.84,67787.85,92.9,9.9,5,Premium
C101315,38,3176.49,3099.88,71.0,1.5,2,Occasionnel
C101316,26,3469.6,-4060.82,59.7,2.9,2,Occasionnel
C101317,50,16918.93,69516.34,76.5,17.1,4,Premium
C101318,26,1596.65,2798.69,43.8,2.7,1,Occasionnel
C101319,39,2802.21,-1018.8,9.0,1.1,2,Risque
C101320,49,8431.4,23638.57,45.2,11.8,2,Fidele
C101321,56,7292.78,15346.42,58.8,9.3,2,Fidele
C101322,32,20756.3,75292.4,85.3,15.0,3,Premium
C101323,38,1714.63,1110.5,2.3,1.6,1,Occasionnel
C101324,38,7848.7,27185.37,44.6,7.9,2,Fidele
C101325,29,1688.47,-3462.67,21.3,0.2,1,Risque
C101326,28,10872.21,23265.52,58.1,10.1,3,Fidele
C101327,28,4931.65,4560.31,50.0,2.6,2,Occasionnel
C101328,40,5350.38,6075.66,75.7,13.8,2,Fidele
C101329,44,1250.37,22150.64,57.0,12.2,1,Fidele
C101330,25,1907.29,5095.27,20.5,2.3,2,Occasionnel
C101331,36,4893.09,21685.02,37.6,10.9,4,Fidele
C101332,23,2387.63,5142.49,49.9,2.0,1,Occasionnel
C101333,18,2726.15,-635.0,19.2,0.0,1,Risque
C101334,39,686.43,-3491.55,24.2,1.6,1,Risque
C101335,37,500.0,-1281.24,16.6,2.5,1,Risque
C101336,33,7972.09,22907.7,44.8,5.3,2,Fidele
C101337,26,3847.42,2307.11,19.2,3.1,1,Occasionnel
C101338,33,3271.85,-2702.24,23.1,1.6,1,Risque
C101339,47,7053.85,24604.23,51.6,5.7,1,Fidele
C101340,45,17930.84,77128.55,86.2,9.4,3,Premium
C101341,37,3381.66,729.71,37.3,1.3,2,Occasionnel
C101342,46,4568.73,31967.73,50.8,0.8,1,Fidele
C101343,18,5328.48,1370.82,20.4,2.1,2,Occasionnel
C101344,18,3721.97,158.29,29.4,1.3,2,Risque
C101345,35,4090.69,3575.22,24.6,0.9,1,Occasionnel
C101346,36,4160.57,23311.11,56.8,9.9,4,Fidele
C101347,20,6290.78,20183.19,58.7,11.3,1,Fidele
C101348,45,4507.81,29183.74,75.8,11.6,4,Fidele
C101349,50,18848.66,59839.5,93.7,5.2,6,Premium
C101350,24,2802.3,-291.73,39.3,1.0,1,Occasionnel
C101351,28,5457.45,5787.1,10.2,0.6,1,Occasionnel
C101352,31,8041.27,37941.93,55.0,10.0,2,Fidele
C101353,43,6177.15,27320.57,41.2,7.5,2,Fidele
C101354,28,2586.56,-1667.79,6.8,0.0,2,Risque
C101355,42,20784.42,105318.67,79.0,15.3,3,Premium
C101356,29,5093.19,2338.74,65.6,1.0,1,Occasionnel
C101357,42,5745.76,21649.65,68.8,6.3,2,Fidele
C101358,28,1883.52,4000.35,14.6,2.1,1,Occasionnel
C101359,18,5483.45,23460.24,70.2,5.5,4,Fidele
C101360,28,4378.4,-562.85,13.8,1.7,1,Occasionnel
C101361,41,7526.25,22048.35,57.8,7.5,1,Fidele
C101362,26,2927.38,1148.04,39.4,1.7,2,Occasionnel
C101363,56,17278.83,97667.03,58.8,9.8,3,Premium
C101364,46,7085.22,20148.15,52.0,5.1,2,Fidele
C101365,25,2887.84,-811.36,49.4,1.7,2,Occasionnel
C101366,48,7403.91,37321.37,62.5,13.3,2,Fidele
C101367,68,14853.17,73886.44,80.6,3.1,5,Premium
C101368,41,7360.26,14007.57,52.5,4.1,2,Fidele
C101369,18,6855.61,29239.25,30.3,7.4,2,Fidele
C101370,36,19036.45,92834.21,82.0,12.8,4,Premium
C101371,36,2030.43,-3177.81,13.1,1.9,1,Risque
C101372,55,4933.74,18993.14,61.8,2.2,2,Fidele
C101373,41,6804.27,5042.38,25.1,3.8,2,Occasionnel
C101374,31,889.76,798.49,28.4,1.5,1,Risque
C101375,35,19292.04,84457.98,69.7,14.1,3,Premium
C101376,30,4186.41,2679.59,13.9,0.9,2,Occasionnel
C101377,30,3900.31,-1405.63,14.5,1.8,1,Risque
C101378,29,3673.69,4142.61,16.2,0.8,1,Occasionnel
C101379,45,5539.24,8156.65,65.7,8.9,2,Fidele
C101380,26,6210.65,18493.46,72.3,8.0,2,Fidele
C101381,36,17594.26,94396.56,81.5,0.3,6,Premium
C101382,25,4127.43,3126.83,14.5,1.2,1,Occasionnel
C101383,36,3091.04,-1148.15,19.2,2.0,1,Risque
C101384,29,2849.41,-1966.64,15.3,2.6,1,Risque
C101385,61,9181.49,53113.86,76.4,6.7,4,Premium
C101386,27,5311.36,3936.95,34.6,1.9,2,Occasionnel
C101387,31,11130.39,15625.79,46.2,6.9,1,Fidele
C101388,39,2494.21,1223.61,15.9,0.0,1,Risque
C101389,55,11634.16,77086.78,66.6,9.6,4,Premium
C101390,29,1936.52,-94.22,15.1,0.0,1,Risque
C101391,25,2947.59,2325.12,29.0,2.5,2,Occasionnel
C101392,44,13900.58,78839.23,86.7,12.9,3,Premium
C101393,45,18118.48,92472.84,74.4,7.9,6,Premium
C101394,36,3203.73,2592.91,36.4,2.6,2,Occasionnel
C101395,43,4302.33,24620.62,57.7,5.2,2,Fidele
C101396,24,4985.01,2816.54,35.5,2.9,1,Occasionnel
C101397,29,1164.06,-1419.63,7.4,1.1,2,Risque
C101398,18,1725.42,3811.26,42.4,1.9,1,Occasionnel
C101399,48,6162.05,20730.4,58.0,8.0,3,Fidele
C101400,34,7196.53,11823.79,56.0,6.4,1,Fidele
C101401,37,14914.61,67431.25,75.9,6.7,4,Premium
C101402,36,2803.24,-3371.05,24.6,0.1,2,Risque
C101403,50,6393.33,31768.06,56.4,7.6,4,Fidele
C101404,18,9147.94,28721.07,55.4,13.9,3,Fidele
C101405,27,6383.0,32688.44,57.5,8.5,3,Fidele
C101406,24,1853.77,3265.95,30.6,0.0,2,Risque
C101407,54,19547.47,30001.39,75.4,12.9,5,Premium
C101408,18,1991.25,2469.05,18.2,2.2,1,Risque
C101409,30,5486.16,3864.24,23.9,1.6,1,Occasionnel
C101410,28,1592.23,8622.87,18.9,3.6,1,Occasionnel
C101411,28,4561.41,1664.65,29.5,0.0,1,Risque
C101412,25,3631.35,6363.2,32.3,0.0,1,Occasionnel
C101413,33,2442.31,-1554.76,15.1,1.0,3,Risque
C101414,41,20260.95,58366.01,92.4,8.1,5,Premium
C101415,37,1601.75,-557.52,29.2,2.1,1,Occasionnel
C101416,18,2415.62,2713.79,33.8,2.4,1,Occasionnel
C101417,43,5946.5,2188.21,19.3,3.9,1,Occasionnel
C101418,36,500.0,-1251.42,14.5,0.0,1,Risque
C101419,36,1857.45,101.0,24.1,1.1,1,Risque
C101420,38,5566.69,5560.26,39.6,0.3,1,Occasionnel
C101421,18,6530.92,21895.72,63.9,9.6,3,Fidele
C101422,29,8629.26,19714.14,69.6,6.6,2,Fidele
C101423,58,10621.42,25628.48,45.9,5.6,3,Fidele
C101424,65,9815.0,15380.2,52.9,7.9,4,Fidele
C101425,43,6726.69,21040.48,49.9,15.5,3,Fidele
C101426,42,19796.68,78779.04,79.6,12.2,3,Premium
C101427,51,19822.16,81277.68,80.8,5.6,3,Premium
C101428,25,5726.98,2368.5,12.3,1.6,1,Occasionnel
C101429,32,6900.97,18594.58,48.2,7.1,1,Fidele
C101430,27,1298.26,-1840.78,24.3,2.2,1,Risque
C101431,26,1826.52,3928.58,23.4,0.6,1,Occasionnel
C101432,43,10852.02,113674.96,75.6,4.6,5,Premium
C101433,37,7093.44,8311.73,35.6,9.1,2,Fidele
C101434,46,7294.0,21019.64,55.3,5.5,3,Fidele
C101435,26,2332.94,-1984.1,18.9,2.2,3,Risque
C101436,21,5305.3,16472.26,60.8,0.0,3,Fidele
C101437,34,2423.42,-1674.12,46.9,0.2,1,Occasionnel
C101438,23,790.68,1687.84,26.8,2.0,1,Risque
C101439,30,3020.36,-582.71,7.1,0.9,2,Risque
C101440,33,8873.19,18059.58,53.1,5.6,2,Fidele
C101441,43,16930.54,91654.93,84.6,13.0,5,Premium
C101442,57,7413.22,22910.28,54.9,15.1,1,Fidele
C101443,45,12569.88,81630.61,93.5,11.0,2,Premium
C101444,27,6910.29,30180.27,60.0,9.8,4,Fidele
C101445,34,4509.81,-27.2,13.0,1.8,1,Occasionnel
C101446,18,2144.72,-2179.8,17.0,2.1,1,Risque
C101447,25,5072.98,7184.59,45.8,2.8,1,Occasionnel
C101448,18,2800.73,3100.49,8.9,3.2,1,Occasionnel
C101449,31,4457.71,13209.84,71.9,12.9,1,Fidele
C101450,47,3131.62,1003.08,6.2,1.5,1,Occasionnel
C101451,38,2302.98,3485.74,7.6,2.7,2,Occasionnel
C101452,28,1929.14,929.0,29.6,1.4,1,Risque
C101453,54,2679.54,-1360.85,29.6,0.6,1,Risque
C101454,40,7124.57,17307.53,50.0,7.0,1,Fidele
C101455,53,8403.73,79352.17,86.5,13.7,5,Premium
C101456,43,3213.58,13879.34,40.9,0.9,1,Fidele
C101457,32,5836.7,13358.56,53.9,4.7,1,Fidele
C101458,18,2408.01,-3469.03,28.4,1.4,1,Risque
C101459,41,5873.8,15243.45,77.6,9.2,3,Fidele
C101460,31,6487.37,893.88,31.8,1.8,1,Occasionnel
C101461,31,3287.57,2433.25,40.9,2.6,2,Occasionnel
C101462,47,7573.99,18428.4,41.1,8.7,3,Fidele
C101463,64,10759.7,24686.97,62.8,8.0,2,Fidele
C101464,35,4046.94,94.76,49.4,3.2,1,Occasionnel
C101465,36,4125.47,1422.56,48.2,1.8,1,Occasionnel
C101466,38,8143.81,22563.57,68.9,6.4,2,Fidele
C101467,40,9896.8,11545.14,26.6,10.8,2,Fidele
C101468,18,5658.43,2167.33,42.9,3.1,1,Occasionnel
C101469,58,8290.42,30353.28,59.9,6.5,1,Fidele
C101470,29,2338.35,-2202.22,30.2,1.9,2,Risque
C101471,33,9250.11,27555.3,62.2,8.9,4,Fidele
C101472,61,13850.12,102083.67,86.9,7.9,4,Premium
C101473,24,10714.25,12790.51,51.8,8.6,3,Fidele
C101474,27,2571.3,5241.4,17.5,0.8,1,Occasionnel
C101475,26,5752.39,3928.09,17.4,2.7,1,Occasionnel
C101476,43,5536.33,29792.89,47.2,6.9,2,Fidele
C101477,31,2230.98,-1274.74,16.3,0.0,3,Risque
C101478,53,5405.79,22615.51,47.9,5.4,1,Fidele
C101479,44,8337.62,18748.36,51.1,6.7,2,Fidele
C101480,39,6992.64,22864.64,51.4,13.6,1,Fidele
C101481,51,20298.95,68197.79,86.1,6.8,3,Premium
C101482,29,2081.92,4277.05,41.8,3.0,1,Occasionnel
C101483,23,7440.71,19793.83,49.1,11.3,2,Fidele
C101484,36,5748.58,2948.45,51.3,2.9,1,Occasionnel
C101485,53,16842.97,77194.32,66.2,15.4,4,Premium
C101486,33,2475.62,-170.06,2.9,0.0,1,Risque
C101487,39,6502.67,24360.63,50.9,11.1,2,Fidele
C101488,19,2911.81,-242.39,17.4,0.9,1,Risque
C101489,55,5807.48,21498.52,69.3,5.6,2,Fidele
C101490,43,23071.24,58214.84,71.2,3.9,3,Premium
C101491,18,1427.05,4645.7,14.5,0.8,2,Occasionnel
C101492,19,3843.17,1252.96,49.4,1.8,2,Occasionnel
C101493,25,6438.16,1534.59,1.2,2.3,1,Occasionnel
C101494,25,10241.53,17300.59,40.4,3.7,1,Fidele
C101495,31,5045.88,3815.18,35.8,2.4,1,Occasionnel
C101496,33,2761.56,1341.66,26.4,0.0,4,Risque
C101497,37,4631.86,2441.71,28.4,2.1,2,Occasionnel
C101498,37,4800.28,3793.39,34.0,11.3,4,Fidele
C101499,43,2427.38,2972.31,26.9,3.4,1,Occasionnel
C101500,28,2897.8,2671.73,30.5,0.7,1,Occasionnel
C101501,23,3852.26,-855.55,28.0,0.0,1,Risque
C101502,35,8372.78,24217.46,69.5,10.7,2,Fidele
C101503,32,8048.46,17010.76,52.7,8.4,2,Fidele
C101504,37,6016.59,5506.9,17.2,1.8,1,Occasionnel
C101505,36,4708.51,5611.11,36.7,0.3,1,Occasionnel
C101506,34,5335.37,1747.67,30.9,2.6,1,Occasionnel
C101507,43,3841.97,26223.57,50.3,6.9,2,Fidele
C101508,45,5338.44,23853.4,53.7,3.6,1,Fidele
C101509,30,4110.69,-519.74,44.0,2.6,1,Occasionnel
C101510,38,15708.92,108378.12,78.0,15.0,4,Premium
C101511,45,5674.62,17218.69,57.5,10.6,2,Fidele
C101512,27,3577.4,1577.01,53.9,5.3,2,Occasionnel
C101513,21,5149.99,1206.08,31.9,3.0,1,Occasionnel
C101514,18,1843.97,-1198.48,14.7,0.6,1,Risque
C101515,28,8129.17,28183.91,48.7,11.6,2,Fidele
C101516,52,24791.21,87849.98,72.7,15.3,3,Premium
C101517,37,2785.75,1367.57,10.3,2.0,2,Risque
C101518,20,6265.93,21638.73,61.1,6.0,3,Fidele
C101519,43,6828.82,21309.14,43.5,5.7,3,Fidele
C101520,34,4084.71,18895.11,51.4,11.7,3,Fidele
C101521,21,4389.03,4663.5,17.7,2.3,1,Occasionnel
C101522,34,5435.32,968.05,11.3,2.0,1,Risque
C101523,33,3745.06,4840.99,12.9,2.3,3,Occasionnel
C101524,30,1878.99,937.85,55.5,1.7,1,Occasionnel
C101525,62,11651.82,33468.45,28.4,6.1,3,Fidele
C101526,63,7142.39,14293.87,69.1,13.3,4,Fidele
C101527,64,7998.0,17418.6,52.9,7.7,2,Fidele
C101528,47,15710.08,65849.53,69.4,13.4,4,Premium
C101529,29,5918.75,10101.32,63.0,6.8,3,Fidele
C101530,47,5694.75,25813.85,60.7,8.1,2,Fidele
C101531,31,15089.92,77710.9,61.3,7.2,4,Premium
C101532,27,5430.86,1490.99,53.6,2.1,1,Occasionnel
C101533,35,4660.04,41.98,43.3,2.3,1,Occasionnel
C101534,42,9882.44,90193.02,66.5,6.7,3,Premium
C101535,50,10825.37,15342.81,61.6,6.8,1,Fidele
C101536,28,3090.61,3268.76,30.9,0.0,2,Occasionnel
C101537,23,5768.88,2910.17,42.2,2.2,2,Occasionnel
C101538,28,4365.72,4578.24,49.6,2.1,1,Occasionnel
C101539,49,3166.56,16239.72,54.9,11.4,2,Fidele
C101540,37,4395.1,3994.26,20.7,3.8,1,Occasionnel
C101541,36,7557.29,15864.51,59.7,10.7,1,Fidele
C101542,55,4576.99,20501.78,43.5,11.3,2,Fidele
C101543,40,6190.0,9993.92,40.9,8.6,1,Fidele
C101544,42,5723.81,2054.04,53.8,6.6,3,Fidele
C101545,22,5028.04,23661.63,46.8,8.0,3,Fidele
C101546,48,7070.88,3091.54,72.1,6.7,3,Fidele
C101547,22,5325.84,4220.41,30.4,1.9,1,Occasionnel
C101548,37,1863.94,26833.1,59.5,12.4,4,Fidele
C101549,46,6369.02,32468.22,46.4,11.0,1,Fidele
C101550,44,19442.25,74985.62,77.4,9.2,6,Premium
C101551,43,6819.42,18686.21,51.7,7.7,1,Fidele
C101552,42,4281.45,30395.94,56.6,5.2,5,Fidele
C101553,39,10026.44,19805.95,54.2,12.6,3,Fidele
C101554,49,5811.08,32793.93,58.3,8.4,2,Fidele
C101555,32,5003.06,-84.0,13.4,1.2,1,Occasionnel
C101556,19,2450.86,-820.19,14.6,1.3,1,Risque
C101557,38,6525.03,16350.26,55.8,7.6,2,Fidele
C101558,30,4440.51,1747.35,28.1,2.3,3,Occasionnel
C101559,23,2497.38,-61.96,1.0,1.2,3,Risque
C101560,23,983.94,-1212.98,14.7,3.1,1,Risque
C101561,24,3717.12,4897.79,53.2,2.1,2,Occasionnel
C101562,18,1644.15,-2243.24,20.5,0.5,1,Risque
C101563,35,2372.36,2795.85,19.0,1.2,1,Risque
C101564,28,6975.5,1922.85,46.2,1.9,1,Occasionnel
C101565,23,5815.56,1080.95,38.3,12.6,2,Fidele
C101566,40,12991.5,69310.59,79.3,4.8,4,Premium
C101567,60,12411.81,66914.53,72.1,6.2,6,Premium
C101568,47,6836.87,19360.71,29.2,6.5,1,Fidele
C101569,30,9616.29,33663.71,50.5,7.0,1,Fidele
C101570,24,11946.03,24279.75,61.7,7.3,2,Fidele
C101571,18,2899.3,-255.13,32.0,0.7,2,Occasionnel
C101572,31,5118.96,4615.98,0.0,1.8,1,Occasionnel
C101573,19,3874.21,1845.47,20.2,1.4,1,Occasionnel
C101574,50,20124.92,86779.24,80.8,12.6,4,Premium
C101575,28,8491.28,15877.41,50.7,4.1,1,Fidele
C101576,39,4682.07,5125.27,31.5,1.8,3,Occasionnel
C101577,29,5850.13,2963.17,26.8,2.7,1,Occasionnel
C101578,35,3140.14,-1312.83,16.7,0.4,1,Risque
C101579,25,3279.0,-57.51,13.1,0.0,1,Risque
C101580,28,2891.53,-2773.02,14.3,2.2,1,Risque
C101581,43,9175.99,22631.21,69.8,8.9,1,Fidele
C101582,39,10432.85,27769.0,54.4,5.7,5,Fidele
C101583,18,7497.74,19315.07,71.3,6.3,2,Fidele
C101584,25,3532.63,2445.56,30.5,1.3,1,Occasionnel
C101585,29,3464.92,604.68,14.4,0.7,2,Risque
C101586,35,10140.5,41011.12,68.8,5.9,2,Fidele
C101587,39,4902.75,5726.38,33.6,1.8,1,Occasionnel
C101588,54,8584.8,15860.66,67.6,6.2,2,Fidele
C101589,35,7287.97,28020.09,40.6,5.5,3,Fidele
C101590,38,7700.68,26095.5,55.2,8.7,2,Fidele
C101591,59,19632.89,72838.91,75.7,12.6,3,Premium
C101592,30,1300.79,-2308.79,27.1,1.7,1,Risque
C101593,53,3357.17,14401.38,69.7,7.5,3,Fidele
C101594,22,4398.34,394.69,22.0,2.5,2,Occasionnel
C101595,24,3038.05,5868.44,29.9,1.7,1,Occasionnel
C101596,50,7584.24,16604.48,58.3,8.1,2,Fidele
C101597,52,3912.5,28144.79,61.7,15.1,1,Fidele
C101598,18,5887.15,1721.29,27.8,4.6,2,Occasionnel
C101599,18,3749.46,21158.3,38.3,7.5,2,Fidele
C101600,18,3086.7,2016.94,20.0,0.8,1,Risque
C101601,48,19528.21,70924.85,90.9,5.8,6,Premium
C101602,40,5066.78,3324.74,19.5,2.2,1,Occasionnel
C101603,45,3348.18,3343.64,57.7,0.8,2,Occasionnel
C101604,61,7385.76,22704.57,78.0,9.8,2,Fidele
